state_name,district_name,crime_count,risk_level,id,year,state_code,district_code,registration_circles,Wildlife_Protection
Andaman And Nicobar Islands,Nicobars,6,High Risk,822,2017,35,603,Nicobar,0.0
Andaman And Nicobar Islands,Nicobars,6,High Risk,1678,2018,35,603,Nicobar,1.0
Andaman And Nicobar Islands,Nicobars,6,High Risk,2551,2019,35,603,Nicobar,0.0
Andaman And Nicobar Islands,Nicobars,6,High Risk,3420,2020,35,603,Nicobar,0.0
Andaman And Nicobar Islands,Nicobars,6,High Risk,4355,2021,35,603,Nicobar,0.0
Andaman And Nicobar Islands,Nicobars,6,High Risk,5252,2022,35,603,Nicobar,0.0
Andaman And Nicobar Islands,North And Middle Andaman,6,High Risk,821,2017,35,632,North And Middle Andaman,0.0
Andaman And Nicobar Islands,North And Middle Andaman,6,High Risk,1677,2018,35,632,North And Middle Andaman,0.0
Andaman And Nicobar Islands,North And Middle Andaman,6,High Risk,2550,2019,35,632,North And Middle Andaman,0.0
Andaman And Nicobar Islands,North And Middle Andaman,6,High Risk,3419,2020,35,632,North And Middle Andaman,0.0
Andaman And Nicobar Islands,North And Middle Andaman,6,High Risk,4354,2021,35,632,North And Middle Andaman,0.0
Andaman And Nicobar Islands,North And Middle Andaman,6,High Risk,5251,2022,35,632,North And Middle Andaman,0.0
Andaman And Nicobar Islands,South Andamans,6,High Risk,820,2017,35,602,South Andaman,0.0
Andaman And Nicobar Islands,South Andamans,6,High Risk,1676,2018,35,602,South Andaman,0.0
Andaman And Nicobar Islands,South Andamans,6,High Risk,2549,2019,35,602,South Andaman,1.0
Andaman And Nicobar Islands,South Andamans,6,High Risk,3418,2020,35,602,South Andaman,0.0
Andaman And Nicobar Islands,South Andamans,6,High Risk,4353,2021,35,602,South Andaman,0.0
Andaman And Nicobar Islands,South Andamans,6,High Risk,5250,2022,35,602,South Andaman,1.0
Andhra Pradesh,Alluri Sitharama Raju,1,Low Risk,4388,2022,28,745,Alluri Sitharama Raju,0.0
Andhra Pradesh,Anakapalli,1,Low Risk,4389,2022,28,744,Anakapalli,1.0
Andhra Pradesh,Anantapur,12,High Risk,0,2017,28,502,Anantapur,1.0
Andhra Pradesh,Anantapur,12,High Risk,4,2017,28,502,Guntakal Railway,0.0
Andhra Pradesh,Anantapur,12,High Risk,852,2018,28,502,Anantapur,0.0
Andhra Pradesh,Anantapur,12,High Risk,856,2018,28,502,Guntakal Railway,1.0
Andhra Pradesh,Anantapur,12,High Risk,1708,2019,28,502,Anantapur,1.0
Andhra Pradesh,Anantapur,12,High Risk,1712,2019,28,502,Guntakal Railway,0.0
Andhra Pradesh,Anantapur,12,High Risk,2582,2020,28,502,Anantapur,0.0
Andhra Pradesh,Anantapur,12,High Risk,2586,2020,28,502,Guntakal Railway,2.0
Andhra Pradesh,Anantapur,12,High Risk,3480,2021,28,502,Anantapur,0.0
Andhra Pradesh,Anantapur,12,High Risk,3484,2021,28,502,Guntakal Railway,1.0
Andhra Pradesh,Anantapur,12,High Risk,4390,2022,28,502,Anantapuramu,0.0
Andhra Pradesh,Anantapur,12,High Risk,4397,2022,28,502,Guntakal Railway,0.0
Andhra Pradesh,Annamayya,1,Low Risk,4391,2022,28,753,Annamayya,0.0
Andhra Pradesh,Bapatla,1,Low Risk,4392,2022,28,750,Bapatla,0.0
Andhra Pradesh,Chittoor,6,High Risk,1,2017,28,503,Chittoor,0.0
Andhra Pradesh,Chittoor,6,High Risk,853,2018,28,503,Chittoor,0.0
Andhra Pradesh,Chittoor,6,High Risk,1709,2019,28,503,Chittoor,0.0
Andhra Pradesh,Chittoor,6,High Risk,2583,2020,28,503,Chittoor,0.0
Andhra Pradesh,Chittoor,6,High Risk,3481,2021,28,503,Chittoor,0.0
Andhra Pradesh,Chittoor,6,High Risk,4393,2022,28,503,Chittoor,0.0
Andhra Pradesh,East Godavari,11,High Risk,3,2017,28,505,East Godavari,0.0
Andhra Pradesh,East Godavari,11,High Risk,11,2017,28,505,Rajahmundry,0.0
Andhra Pradesh,East Godavari,11,High Risk,855,2018,28,505,East Godavari,0.0
Andhra Pradesh,East Godavari,11,High Risk,863,2018,28,505,Rajahmundry,0.0
Andhra Pradesh,East Godavari,11,High Risk,1711,2019,28,505,East Godavari,0.0
Andhra Pradesh,East Godavari,11,High Risk,1719,2019,28,505,Rajahmundry,0.0
Andhra Pradesh,East Godavari,11,High Risk,2585,2020,28,505,East Godavari,0.0
Andhra Pradesh,East Godavari,11,High Risk,2593,2020,28,505,Rajahmundry,0.0
Andhra Pradesh,East Godavari,11,High Risk,3483,2021,28,505,East Godavari,0.0
Andhra Pradesh,East Godavari,11,High Risk,3491,2021,28,505,Rajahmundry,0.0
Andhra Pradesh,East Godavari,11,High Risk,4395,2022,28,505,East Godavari,0.0
Andhra Pradesh,Eluru,1,Low Risk,4396,2022,28,748,Eluru,0.0
Andhra Pradesh,Guntur,11,High Risk,5,2017,28,506,Guntur,1.0
Andhra Pradesh,Guntur,11,High Risk,6,2017,28,506,Guntur Urban,0.0
Andhra Pradesh,Guntur,11,High Risk,857,2018,28,506,Guntur,1.0
Andhra Pradesh,Guntur,11,High Risk,858,2018,28,506,Guntur Urban,0.0
Andhra Pradesh,Guntur,11,High Risk,1713,2019,28,506,Guntur,0.0
Andhra Pradesh,Guntur,11,High Risk,1714,2019,28,506,Guntur Urban,0.0
Andhra Pradesh,Guntur,11,High Risk,2587,2020,28,506,Guntur,0.0
Andhra Pradesh,Guntur,11,High Risk,2588,2020,28,506,Guntur Urban,0.0
Andhra Pradesh,Guntur,11,High Risk,3485,2021,28,506,Guntur,0.0
Andhra Pradesh,Guntur,11,High Risk,3486,2021,28,506,Guntur Urban,0.0
Andhra Pradesh,Guntur,11,High Risk,4398,2022,28,506,Guntur,0.0
Andhra Pradesh,Kakinada,1,Low Risk,4399,2022,28,746,Kakinada,0.0
Andhra Pradesh,Konaseema,1,Low Risk,4394,2022,28,747,Dr Br Ambedkar Konaseema,0.0
Andhra Pradesh,Krishna,6,High Risk,7,2017,28,510,Krishna,0.0
Andhra Pradesh,Krishna,6,High Risk,859,2018,28,510,Krishna,0.0
Andhra Pradesh,Krishna,6,High Risk,1715,2019,28,510,Krishna,0.0
Andhra Pradesh,Krishna,6,High Risk,2589,2020,28,510,Krishna,0.0
Andhra Pradesh,Krishna,6,High Risk,3487,2021,28,510,Krishna,0.0
Andhra Pradesh,Krishna,6,High Risk,4400,2022,28,510,Krishna,0.0
Andhra Pradesh,Kurnool,6,High Risk,8,2017,28,511,Kurnool,0.0
Andhra Pradesh,Kurnool,6,High Risk,860,2018,28,511,Kurnool,0.0
Andhra Pradesh,Kurnool,6,High Risk,1716,2019,28,511,Kurnool,0.0
Andhra Pradesh,Kurnool,6,High Risk,2590,2020,28,511,Kurnool,0.0
Andhra Pradesh,Kurnool,6,High Risk,3488,2021,28,511,Kurnool,0.0
Andhra Pradesh,Kurnool,6,High Risk,4401,2022,28,511,Kurnool,1.0
Andhra Pradesh,Nandyal,1,Low Risk,4402,2022,28,755,Nandyal,0.0
Andhra Pradesh,Ntr,12,High Risk,14,2017,28,749,Vijayawada City,0.0
Andhra Pradesh,Ntr,12,High Risk,15,2017,28,749,Vijayawada Railway,0.0
Andhra Pradesh,Ntr,12,High Risk,866,2018,28,749,Vijayawada City,0.0
Andhra Pradesh,Ntr,12,High Risk,867,2018,28,749,Vijayawada Railway,0.0
Andhra Pradesh,Ntr,12,High Risk,1722,2019,28,749,Vijayawada City,0.0
Andhra Pradesh,Ntr,12,High Risk,1723,2019,28,749,Vijayawada Railway,0.0
Andhra Pradesh,Ntr,12,High Risk,2596,2020,28,749,Vijayawada City,0.0
Andhra Pradesh,Ntr,12,High Risk,2597,2020,28,749,Vijayawada Railway,0.0
Andhra Pradesh,Ntr,12,High Risk,3494,2021,28,749,Vijayawada City,0.0
Andhra Pradesh,Ntr,12,High Risk,3495,2021,28,749,Vijayawada Railway,0.0
Andhra Pradesh,Ntr,12,High Risk,4403,2022,28,749,Ntr,0.0
Andhra Pradesh,Ntr,12,High Risk,4411,2022,28,749,Viiayawada Railway,0.0
Andhra Pradesh,Palnadu,1,Low Risk,4404,2022,28,751,Palnadu,0.0
Andhra Pradesh,Parvathipuram Manyam,1,Low Risk,4405,2022,28,743,Parvathipuram Manyam,0.0
Andhra Pradesh,Prakasam,6,High Risk,10,2017,28,517,Prakasham,0.0
Andhra Pradesh,Prakasam,6,High Risk,862,2018,28,517,Prakasham,0.0
Andhra Pradesh,Prakasam,6,High Risk,1718,2019,28,517,Prakasham,0.0
Andhra Pradesh,Prakasam,6,High Risk,2592,2020,28,517,Prakasham,0.0
Andhra Pradesh,Prakasam,6,High Risk,3490,2021,28,517,Prakasham,0.0
Andhra Pradesh,Prakasam,6,High Risk,4406,2022,28,517,Prakasam,0.0
Andhra Pradesh,Spsr Nellore,6,High Risk,9,2017,28,515,Nellore,0.0
Andhra Pradesh,Spsr Nellore,6,High Risk,861,2018,28,515,Nellore,0.0
Andhra Pradesh,Spsr Nellore,6,High Risk,1717,2019,28,515,Nellore,0.0
Andhra Pradesh,Spsr Nellore,6,High Risk,2591,2020,28,515,Nellore,0.0
Andhra Pradesh,Spsr Nellore,6,High Risk,3489,2021,28,515,Nellore,0.0
Andhra Pradesh,Spsr Nellore,6,High Risk,4407,2022,28,515,Sri Potti Sriramulu Nellore,0.0
Andhra Pradesh,Sri Sathya Sai,1,Low Risk,4408,2022,28,754,Sri Sathya Sai,0.0
Andhra Pradesh,Srikakulam,6,High Risk,12,2017,28,519,Srikakulam,0.0
Andhra Pradesh,Srikakulam,6,High Risk,864,2018,28,519,Srikakulam,0.0
Andhra Pradesh,Srikakulam,6,High Risk,1720,2019,28,519,Srikakulam,0.0
Andhra Pradesh,Srikakulam,6,High Risk,2594,2020,28,519,Srikakulam,0.0
Andhra Pradesh,Srikakulam,6,High Risk,3492,2021,28,519,Srikakulam,0.0
Andhra Pradesh,Srikakulam,6,High Risk,4409,2022,28,519,Srikakulam,0.0
Andhra Pradesh,Tirupati,6,High Risk,13,2017,28,752,Tirupathi Urban,0.0
Andhra Pradesh,Tirupati,6,High Risk,865,2018,28,752,Tirupathi Urban,0.0
Andhra Pradesh,Tirupati,6,High Risk,1721,2019,28,752,Tirupathi Urban,0.0
Andhra Pradesh,Tirupati,6,High Risk,2595,2020,28,752,Tirupathi Urban,0.0
Andhra Pradesh,Tirupati,6,High Risk,3493,2021,28,752,Tirupathi Urban,0.0
Andhra Pradesh,Tirupati,6,High Risk,4410,2022,28,752,Tirupati,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,16,2017,28,520,Visakha Rural,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,17,2017,28,520,Visakhapatnam,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,868,2018,28,520,Visakha Rural,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,869,2018,28,520,Visakhapatnam,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,1724,2019,28,520,Visakha Rural,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,1725,2019,28,520,Visakhapatnam,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,2598,2020,28,520,Visakha Rural,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,2599,2020,28,520,Visakhapatnam,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,3496,2021,28,520,Visakha Rural,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,3497,2021,28,520,Visakhapatnam,0.0
Andhra Pradesh,Visakhapatanam,11,High Risk,4412,2022,28,520,Visakhapatnam,0.0
Andhra Pradesh,Vizianagaram,6,High Risk,18,2017,28,521,Vizianagaram,3.0
Andhra Pradesh,Vizianagaram,6,High Risk,870,2018,28,521,Vizianagaram,0.0
Andhra Pradesh,Vizianagaram,6,High Risk,1726,2019,28,521,Vizianagaram,0.0
Andhra Pradesh,Vizianagaram,6,High Risk,2600,2020,28,521,Vizianagaram,0.0
Andhra Pradesh,Vizianagaram,6,High Risk,3498,2021,28,521,Vizianagaram,0.0
Andhra Pradesh,Vizianagaram,6,High Risk,4413,2022,28,521,Vizianagaram,0.0
Andhra Pradesh,West Godavari,6,High Risk,19,2017,28,523,West Godavari,0.0
Andhra Pradesh,West Godavari,6,High Risk,871,2018,28,523,West Godavari,2.0
Andhra Pradesh,West Godavari,6,High Risk,1727,2019,28,523,West Godavari,0.0
Andhra Pradesh,West Godavari,6,High Risk,2601,2020,28,523,West Godavari,0.0
Andhra Pradesh,West Godavari,6,High Risk,3499,2021,28,523,West Godavari,0.0
Andhra Pradesh,West Godavari,6,High Risk,4414,2022,28,523,West Godavari,0.0
Andhra Pradesh,Y.S.R.,6,High Risk,2,2017,28,504,Cuddapah,0.0
Andhra Pradesh,Y.S.R.,6,High Risk,854,2018,28,504,Cuddapah,0.0
Andhra Pradesh,Y.S.R.,6,High Risk,1710,2019,28,504,Cuddapah,2.0
Andhra Pradesh,Y.S.R.,6,High Risk,2584,2020,28,504,Cuddapah,0.0
Andhra Pradesh,Y.S.R.,6,High Risk,3482,2021,28,504,Cuddapah,0.0
Andhra Pradesh,Y.S.R.,6,High Risk,4415,2022,28,504,Ysr,0.0
Arunachal Pradesh,Anjaw,6,High Risk,20,2017,12,628,Anjaw,0.0
Arunachal Pradesh,Anjaw,6,High Risk,872,2018,12,628,Anjaw,0.0
Arunachal Pradesh,Anjaw,6,High Risk,1728,2019,12,628,Anjaw,0.0
Arunachal Pradesh,Anjaw,6,High Risk,2602,2020,12,628,Anjaw,0.0
Arunachal Pradesh,Anjaw,6,High Risk,3500,2021,12,628,Anjaw,0.0
Arunachal Pradesh,Anjaw,6,High Risk,4416,2022,12,628,Anjaw,0.0
Arunachal Pradesh,Changlang,6,High Risk,21,2017,12,229,Changlang,0.0
Arunachal Pradesh,Changlang,6,High Risk,873,2018,12,229,Changlang,0.0
Arunachal Pradesh,Changlang,6,High Risk,1729,2019,12,229,Changlang,0.0
Arunachal Pradesh,Changlang,6,High Risk,2603,2020,12,229,Changlang,0.0
Arunachal Pradesh,Changlang,6,High Risk,3501,2021,12,229,Changlang,0.0
Arunachal Pradesh,Changlang,6,High Risk,4417,2022,12,229,Changlang,0.0
Arunachal Pradesh,Dibang Valley,6,High Risk,23,2017,12,230,Dibang Valley,1.0
Arunachal Pradesh,Dibang Valley,6,High Risk,875,2018,12,230,Dibang Valley,1.0
Arunachal Pradesh,Dibang Valley,6,High Risk,1731,2019,12,230,Dibang Valley,0.0
Arunachal Pradesh,Dibang Valley,6,High Risk,2605,2020,12,230,Dibang Valley,0.0
Arunachal Pradesh,Dibang Valley,6,High Risk,3503,2021,12,230,Dibang Valley,0.0
Arunachal Pradesh,Dibang Valley,6,High Risk,4419,2022,12,230,Dibang Valley,0.0
Arunachal Pradesh,East Kameng,6,High Risk,24,2017,12,231,Kameng East,1.0
Arunachal Pradesh,East Kameng,6,High Risk,876,2018,12,231,Kameng East,3.0
Arunachal Pradesh,East Kameng,6,High Risk,1732,2019,12,231,Kameng East,0.0
Arunachal Pradesh,East Kameng,6,High Risk,2606,2020,12,231,Kameng East,0.0
Arunachal Pradesh,East Kameng,6,High Risk,3504,2021,12,231,Kameng East,0.0
Arunachal Pradesh,East Kameng,6,High Risk,4420,2022,12,231,Kameng East,0.0
Arunachal Pradesh,East Siang,6,High Risk,32,2017,12,232,Siang East,0.0
Arunachal Pradesh,East Siang,6,High Risk,884,2018,12,232,Siang East,0.0
Arunachal Pradesh,East Siang,6,High Risk,1740,2019,12,232,Siang East,0.0
Arunachal Pradesh,East Siang,6,High Risk,2614,2020,12,232,Siang East,2.0
Arunachal Pradesh,East Siang,6,High Risk,3512,2021,12,232,Siang East,0.0
Arunachal Pradesh,East Siang,6,High Risk,4428,2022,12,232,Siang East,0.0
Arunachal Pradesh,Kamle,6,High Risk,41,2017,12,718,Kamle,15.0
Arunachal Pradesh,Kamle,6,High Risk,893,2018,12,718,Kamle,0.0
Arunachal Pradesh,Kamle,6,High Risk,1749,2019,12,718,Kamle,0.0
Arunachal Pradesh,Kamle,6,High Risk,2623,2020,12,718,Kamle,0.0
Arunachal Pradesh,Kamle,6,High Risk,3521,2021,12,718,Kamle,0.0
Arunachal Pradesh,Kamle,6,High Risk,4437,2022,12,718,Kamle,1.0
Arunachal Pradesh,Kra Daadi,4,Low Risk,1750,2019,12,677,Kra Dadi,0.0
Arunachal Pradesh,Kra Daadi,4,Low Risk,2624,2020,12,677,Kra Dadi,2.0
Arunachal Pradesh,Kra Daadi,4,Low Risk,3522,2021,12,677,Kra Dadi,1.0
Arunachal Pradesh,Kra Daadi,4,Low Risk,4438,2022,12,677,Kra Dadi,7.0
Arunachal Pradesh,Kurung Kumey,6,High Risk,26,2017,12,233,Kurung Kumey,0.0
Arunachal Pradesh,Kurung Kumey,6,High Risk,878,2018,12,233,Kurung Kumey,0.0
Arunachal Pradesh,Kurung Kumey,6,High Risk,1734,2019,12,233,Kurung Kumey,3.0
Arunachal Pradesh,Kurung Kumey,6,High Risk,2608,2020,12,233,Kurung Kumey,8.0
Arunachal Pradesh,Kurung Kumey,6,High Risk,3506,2021,12,233,Kurung Kumey,2.0
Arunachal Pradesh,Kurung Kumey,6,High Risk,4422,2022,12,233,Kurung Kumey,0.0
Arunachal Pradesh,Leparada,5,Low Risk,895,2018,12,724,Leparada,0.0
Arunachal Pradesh,Leparada,5,Low Risk,1752,2019,12,724,Leparada,0.0
Arunachal Pradesh,Leparada,5,Low Risk,2626,2020,12,724,Leparada,0.0
Arunachal Pradesh,Leparada,5,Low Risk,3524,2021,12,724,Leparada,0.0
Arunachal Pradesh,Leparada,5,Low Risk,4440,2022,12,724,Leparada,0.0
Arunachal Pradesh,Lohit,6,High Risk,27,2017,12,234,Lohit,2.0
Arunachal Pradesh,Lohit,6,High Risk,879,2018,12,234,Lohit,0.0
Arunachal Pradesh,Lohit,6,High Risk,1735,2019,12,234,Lohit,0.0
Arunachal Pradesh,Lohit,6,High Risk,2609,2020,12,234,Lohit,1.0
Arunachal Pradesh,Lohit,6,High Risk,3507,2021,12,234,Lohit,0.0
Arunachal Pradesh,Lohit,6,High Risk,4423,2022,12,234,Lohit,0.0
Arunachal Pradesh,Longding,6,High Risk,28,2017,12,666,Longding,0.0
Arunachal Pradesh,Longding,6,High Risk,880,2018,12,666,Longding,0.0
Arunachal Pradesh,Longding,6,High Risk,1736,2019,12,666,Longding,0.0
Arunachal Pradesh,Longding,6,High Risk,2610,2020,12,666,Longding,0.0
Arunachal Pradesh,Longding,6,High Risk,3508,2021,12,666,Longding,0.0
Arunachal Pradesh,Longding,6,High Risk,4424,2022,12,666,Longding,0.0
Arunachal Pradesh,Lower Dibang Valley,6,High Risk,29,2017,12,235,Lower Dibang Valley,8.0
Arunachal Pradesh,Lower Dibang Valley,6,High Risk,881,2018,12,235,Lower Dibang Valley,0.0
Arunachal Pradesh,Lower Dibang Valley,6,High Risk,1737,2019,12,235,Lower Dibang Valley,4.0
Arunachal Pradesh,Lower Dibang Valley,6,High Risk,2611,2020,12,235,Lower Dibang Valley,0.0
Arunachal Pradesh,Lower Dibang Valley,6,High Risk,3509,2021,12,235,Lower Dibang Valley,5.0
Arunachal Pradesh,Lower Dibang Valley,6,High Risk,4425,2022,12,235,Lower Dibang Valley,1.0
Arunachal Pradesh,Lower Siang,6,High Risk,42,2017,12,719,Lower Siang,0.0
Arunachal Pradesh,Lower Siang,6,High Risk,894,2018,12,719,Lower Siang,5.0
Arunachal Pradesh,Lower Siang,6,High Risk,1751,2019,12,719,Lower Siang,0.0
Arunachal Pradesh,Lower Siang,6,High Risk,2625,2020,12,719,Lower Siang,2.0
Arunachal Pradesh,Lower Siang,6,High Risk,3523,2021,12,719,Lower Siang,0.0
Arunachal Pradesh,Lower Siang,6,High Risk,4439,2022,12,719,Lower Siang,1.0
Arunachal Pradesh,Lower Subansiri,6,High Risk,35,2017,12,236,Subansiri Lower,3.0
Arunachal Pradesh,Lower Subansiri,6,High Risk,887,2018,12,236,Subansiri Lower,1.0
Arunachal Pradesh,Lower Subansiri,6,High Risk,1743,2019,12,236,Subansiri Lower,0.0
Arunachal Pradesh,Lower Subansiri,6,High Risk,2617,2020,12,236,Subansiri Lower,0.0
Arunachal Pradesh,Lower Subansiri,6,High Risk,3515,2021,12,236,Subansiri Lower,0.0
Arunachal Pradesh,Lower Subansiri,6,High Risk,4431,2022,12,236,Subansiri Lower,1.0
Arunachal Pradesh,Namsai,6,High Risk,39,2017,12,678,Namsai,2.0
Arunachal Pradesh,Namsai,6,High Risk,891,2018,12,678,Namsai,0.0
Arunachal Pradesh,Namsai,6,High Risk,1747,2019,12,678,Namsai,2.0
Arunachal Pradesh,Namsai,6,High Risk,2621,2020,12,678,Namsai,4.0
Arunachal Pradesh,Namsai,6,High Risk,3519,2021,12,678,Namsai,5.0
Arunachal Pradesh,Namsai,6,High Risk,4435,2022,12,678,Namsai,1.0
Arunachal Pradesh,Pakke Kessang,4,Low Risk,1754,2019,12,723,Pakkessang,0.0
Arunachal Pradesh,Pakke Kessang,4,Low Risk,2628,2020,12,723,Pakkessang,0.0
Arunachal Pradesh,Pakke Kessang,4,Low Risk,3526,2021,12,723,Pakkessang,0.0
Arunachal Pradesh,Pakke Kessang,4,Low Risk,4442,2022,12,723,Pakkessang,1.0
Arunachal Pradesh,Papum Pare,18,High Risk,22,2017,12,237,Crime Branch,1.0
Arunachal Pradesh,Papum Pare,18,High Risk,30,2017,12,237,Papum Pare City,3.0
Arunachal Pradesh,Papum Pare,18,High Risk,31,2017,12,237,Papum Pare Rural,0.0
Arunachal Pradesh,Papum Pare,18,High Risk,874,2018,12,237,Crime Branch,1.0
Arunachal Pradesh,Papum Pare,18,High Risk,882,2018,12,237,Papum Pare City,1.0
Arunachal Pradesh,Papum Pare,18,High Risk,883,2018,12,237,Papum Pare Rural,4.0
Arunachal Pradesh,Papum Pare,18,High Risk,1730,2019,12,237,Crime Branch,1.0
Arunachal Pradesh,Papum Pare,18,High Risk,1738,2019,12,237,Papum Pare City,0.0
Arunachal Pradesh,Papum Pare,18,High Risk,1739,2019,12,237,Papum Pare Rural,0.0
Arunachal Pradesh,Papum Pare,18,High Risk,2604,2020,12,237,Crime Branch,2.0
Arunachal Pradesh,Papum Pare,18,High Risk,2612,2020,12,237,Papum Pare City,7.0
Arunachal Pradesh,Papum Pare,18,High Risk,2613,2020,12,237,Papum Pare Rural,2.0
Arunachal Pradesh,Papum Pare,18,High Risk,3502,2021,12,237,Crime Branch,2.0
Arunachal Pradesh,Papum Pare,18,High Risk,3510,2021,12,237,Papum Pare City,1.0
Arunachal Pradesh,Papum Pare,18,High Risk,3511,2021,12,237,Papum Pare Rural,0.0
Arunachal Pradesh,Papum Pare,18,High Risk,4418,2022,12,237,Crime Branch,0.0
Arunachal Pradesh,Papum Pare,18,High Risk,4426,2022,12,237,Papum Pare City,0.0
Arunachal Pradesh,Papum Pare,18,High Risk,4427,2022,12,237,Papum Pare Rural,2.0
Arunachal Pradesh,Shi Yomi,4,Low Risk,1753,2019,12,725,Shiyomi,11.0
Arunachal Pradesh,Shi Yomi,4,Low Risk,2627,2020,12,725,Shiyomi,6.0
Arunachal Pradesh,Shi Yomi,4,Low Risk,3525,2021,12,725,Shiyomi,2.0
Arunachal Pradesh,Shi Yomi,4,Low Risk,4441,2022,12,725,Shiyomi,2.0
Arunachal Pradesh,Siang,6,High Risk,40,2017,12,679,Siang,0.0
Arunachal Pradesh,Siang,6,High Risk,892,2018,12,679,Siang,2.0
Arunachal Pradesh,Siang,6,High Risk,1748,2019,12,679,Siang,0.0
Arunachal Pradesh,Siang,6,High Risk,2622,2020,12,679,Siang,0.0
Arunachal Pradesh,Siang,6,High Risk,3520,2021,12,679,Siang,0.0
Arunachal Pradesh,Siang,6,High Risk,4436,2022,12,679,Siang,0.0
Arunachal Pradesh,Tawang,6,High Risk,37,2017,12,238,Tawang,0.0
Arunachal Pradesh,Tawang,6,High Risk,889,2018,12,238,Tawang,0.0
Arunachal Pradesh,Tawang,6,High Risk,1745,2019,12,238,Tawang,0.0
Arunachal Pradesh,Tawang,6,High Risk,2619,2020,12,238,Tawang,0.0
Arunachal Pradesh,Tawang,6,High Risk,3517,2021,12,238,Tawang,1.0
Arunachal Pradesh,Tawang,6,High Risk,4433,2022,12,238,Tawang,3.0
Arunachal Pradesh,Tirap,6,High Risk,38,2017,12,239,Tirap,0.0
Arunachal Pradesh,Tirap,6,High Risk,890,2018,12,239,Tirap,0.0
Arunachal Pradesh,Tirap,6,High Risk,1746,2019,12,239,Tirap,7.0
Arunachal Pradesh,Tirap,6,High Risk,2620,2020,12,239,Tirap,2.0
Arunachal Pradesh,Tirap,6,High Risk,3518,2021,12,239,Tirap,3.0
Arunachal Pradesh,Tirap,6,High Risk,4434,2022,12,239,Tirap,2.0
Arunachal Pradesh,Upper Siang,6,High Risk,33,2017,12,240,Siang Upper,2.0
Arunachal Pradesh,Upper Siang,6,High Risk,885,2018,12,240,Siang Upper,0.0
Arunachal Pradesh,Upper Siang,6,High Risk,1741,2019,12,240,Siang Upper,9.0
Arunachal Pradesh,Upper Siang,6,High Risk,2615,2020,12,240,Siang Upper,3.0
Arunachal Pradesh,Upper Siang,6,High Risk,3513,2021,12,240,Siang Upper,2.0
Arunachal Pradesh,Upper Siang,6,High Risk,4429,2022,12,240,Siang Upper,3.0
Arunachal Pradesh,Upper Subansiri,6,High Risk,36,2017,12,241,Subansiri Upper,0.0
Arunachal Pradesh,Upper Subansiri,6,High Risk,888,2018,12,241,Subansiri Upper,0.0
Arunachal Pradesh,Upper Subansiri,6,High Risk,1744,2019,12,241,Subansiri Upper,0.0
Arunachal Pradesh,Upper Subansiri,6,High Risk,2618,2020,12,241,Subansiri Upper,0.0
Arunachal Pradesh,Upper Subansiri,6,High Risk,3516,2021,12,241,Subansiri Upper,0.0
Arunachal Pradesh,Upper Subansiri,6,High Risk,4432,2022,12,241,Subansiri Upper,0.0
Arunachal Pradesh,West Kameng,6,High Risk,25,2017,12,242,Kameng West,1.0
Arunachal Pradesh,West Kameng,6,High Risk,877,2018,12,242,Kameng West,0.0
Arunachal Pradesh,West Kameng,6,High Risk,1733,2019,12,242,Kameng West,0.0
Arunachal Pradesh,West Kameng,6,High Risk,2607,2020,12,242,Kameng West,0.0
Arunachal Pradesh,West Kameng,6,High Risk,3505,2021,12,242,Kameng West,0.0
Arunachal Pradesh,West Kameng,6,High Risk,4421,2022,12,242,Kameng West,1.0
Arunachal Pradesh,West Siang,6,High Risk,34,2017,12,243,Siang West,0.0
Arunachal Pradesh,West Siang,6,High Risk,886,2018,12,243,Siang West,4.0
Arunachal Pradesh,West Siang,6,High Risk,1742,2019,12,243,Siang West,3.0
Arunachal Pradesh,West Siang,6,High Risk,2616,2020,12,243,Siang West,8.0
Arunachal Pradesh,West Siang,6,High Risk,3514,2021,12,243,Siang West,1.0
Arunachal Pradesh,West Siang,6,High Risk,4430,2022,12,243,Siang West,1.0
Assam,Bajali,1,Low Risk,4483,2022,18,739,Bajali,0.0
Assam,Baksa,6,High Risk,45,2017,18,616,Baksa,0.0
Assam,Baksa,6,High Risk,898,2018,18,616,Baksa,0.0
Assam,Baksa,6,High Risk,1757,2019,18,616,Baksa,0.0
Assam,Baksa,6,High Risk,2631,2020,18,616,Baksa,0.0
Assam,Baksa,6,High Risk,3529,2021,18,616,Baksa,0.0
Assam,Baksa,6,High Risk,4445,2022,18,616,Baksa,0.0
Assam,Barpeta,6,High Risk,44,2017,18,280,Barpeta,0.0
Assam,Barpeta,6,High Risk,897,2018,18,280,Barpeta,0.0
Assam,Barpeta,6,High Risk,1756,2019,18,280,Barpeta,0.0
Assam,Barpeta,6,High Risk,2630,2020,18,280,Barpeta,0.0
